Game:   1, Fuel (liter):  737.0, Record_fuel (liter): 737.0, Cost (pay): 22677, Record_cost (pay): 22677, Time (s):    7522, Record_time (s):    7522, Distance (km):   409.86, Record_distance (km):   409.86, Loaders_waiting (s): 14282, Record_loaders_waiting (s): 14282, Dumpers_waiting (s):  2388, Record_dumpers_waiting (s):  2388, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 379, Fuel (liter):  687.5, Record_fuel (liter): 613.4, Cost (pay): 21331, Record_cost (pay): 18771, Time (s):    8319, Record_time (s):    5957, Distance (km):   385.23, Record_distance (km):   342.53, Loaders_waiting (s): 10234, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  6809, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 380, Fuel (liter):  721.6, Record_fuel (liter): 613.4, Cost (pay): 22512, Record_cost (pay): 18771, Time (s):   16476, Record_time (s):    5957, Distance (km):   391.12, Record_distance (km):   342.53, Loaders_waiting (s): 18890, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3822, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 381, Fuel (liter):  687.5, Record_fuel (liter): 613.4, Cost (pay): 21258, Record_cost (pay): 18771, Time (s):   10500, Record_time (s):    5957, Distance (km):   379.65, Record_distance (km):   342.53, Loaders_waiting (s): 14780, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2081, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 382, Fuel (liter):  646.4, Record_fuel (liter): 613.4, Cost (pay): 19721, Record_cost (pay): 18771, Time (s):    7973, Record_time (s):    5957, Distance (km):   371.45, Record_distance (km):   342.53, Loaders_waiting (s):  6059, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2355, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 383, Fuel (liter):  667.7, Record_fuel (liter): 613.4, Cost (pay): 20662, Record_cost (pay): 18771, Time (s):   14589, Record_time (s):    5957, Distance (km):   371.13, Record_distance (km):   342.53, Loaders_waiting (s): 12722, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3121, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 384, Fuel (liter):  648.0, Record_fuel (liter): 613.4, Cost (pay): 19766, Record_cost (pay): 18771, Time (s):    8253, Record_time (s):    5957, Distance (km):   371.12, Record_distance (km):   342.53, Loaders_waiting (s):  6970, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1653, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 385, Fuel (liter):  659.4, Record_fuel (liter): 613.4, Cost (pay): 20290, Record_cost (pay): 18771, Time (s):   12629, Record_time (s):    5957, Distance (km):   370.58, Record_distance (km):   342.53, Loaders_waiting (s): 10602, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2402, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 386, Fuel (liter):  651.9, Record_fuel (liter): 613.4, Cost (pay): 19893, Record_cost (pay): 18771, Time (s):    9300, Record_time (s):    5957, Distance (km):   374.83, Record_distance (km):   342.53, Loaders_waiting (s):  5837, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2796, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 387, Fuel (liter):  660.8, Record_fuel (liter): 613.4, Cost (pay): 20305, Record_cost (pay): 18771, Time (s):   10939, Record_time (s):    5957, Distance (km):   371.59, Record_distance (km):   342.53, Loaders_waiting (s): 10705, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1856, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 388, Fuel (liter):  636.7, Record_fuel (liter): 613.4, Cost (pay): 19354, Record_cost (pay): 18771, Time (s):    7157, Record_time (s):    5957, Distance (km):   369.40, Record_distance (km):   342.53, Loaders_waiting (s):  4048, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2363, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 389, Fuel (liter):  642.8, Record_fuel (liter): 613.4, Cost (pay): 19618, Record_cost (pay): 18771, Time (s):   10002, Record_time (s):    5957, Distance (km):   368.61, Record_distance (km):   342.53, Loaders_waiting (s):  6526, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2030, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 390, Fuel (liter):  658.8, Record_fuel (liter): 613.4, Cost (pay): 20319, Record_cost (pay): 18771, Time (s):   15174, Record_time (s):    5957, Distance (km):   367.83, Record_distance (km):   342.53, Loaders_waiting (s): 11990, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2132, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 391, Fuel (liter):  696.5, Record_fuel (liter): 613.4, Cost (pay): 21249, Record_cost (pay): 18771, Time (s):    6481, Record_time (s):    5957, Distance (km):   404.42, Record_distance (km):   342.53, Loaders_waiting (s):  3046, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  6241, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 392, Fuel (liter):  664.7, Record_fuel (liter): 613.4, Cost (pay): 20447, Record_cost (pay): 18771, Time (s):    6372, Record_time (s):    5957, Distance (km):   384.48, Record_distance (km):   342.53, Loaders_waiting (s):  2915, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  8302, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 393, Fuel (liter):  641.4, Record_fuel (liter): 613.4, Cost (pay): 19504, Record_cost (pay): 18771, Time (s):    7672, Record_time (s):    5957, Distance (km):   371.89, Record_distance (km):   342.53, Loaders_waiting (s):  4166, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2519, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 394, Fuel (liter):  667.7, Record_fuel (liter): 613.4, Cost (pay): 20524, Record_cost (pay): 18771, Time (s):   10257, Record_time (s):    5957, Distance (km):   376.09, Record_distance (km):   342.53, Loaders_waiting (s): 10241, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2588, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 395, Fuel (liter):  645.3, Record_fuel (liter): 613.4, Cost (pay): 19750, Record_cost (pay): 18771, Time (s):   10049, Record_time (s):    5957, Distance (km):   369.16, Record_distance (km):   342.53, Loaders_waiting (s):  6693, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2994, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 396, Fuel (liter):  653.6, Record_fuel (liter): 613.4, Cost (pay): 20120, Record_cost (pay): 18771, Time (s):   13848, Record_time (s):    5957, Distance (km):   367.14, Record_distance (km):   342.53, Loaders_waiting (s): 10618, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2332, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 397, Fuel (liter):  644.6, Record_fuel (liter): 613.4, Cost (pay): 19660, Record_cost (pay): 18771, Time (s):    7668, Record_time (s):    5957, Distance (km):   370.93, Record_distance (km):   342.53, Loaders_waiting (s):  5738, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2435, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 398, Fuel (liter):  654.4, Record_fuel (liter): 613.4, Cost (pay): 20126, Record_cost (pay): 18771, Time (s):   11237, Record_time (s):    5957, Distance (km):   369.22, Record_distance (km):   342.53, Loaders_waiting (s):  9634, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2762, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 399, Fuel (liter):  648.6, Record_fuel (liter): 613.4, Cost (pay): 19992, Record_cost (pay): 18771, Time (s):   13593, Record_time (s):    5957, Distance (km):   363.57, Record_distance (km):   342.53, Loaders_waiting (s): 10936, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2357, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 400, Fuel (liter):  668.7, Record_fuel (liter): 613.4, Cost (pay): 20694, Record_cost (pay): 18771, Time (s):   12902, Record_time (s):    5957, Distance (km):   370.24, Record_distance (km):   342.53, Loaders_waiting (s): 13719, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2459, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 401, Fuel (liter):  778.8, Record_fuel (liter): 613.4, Cost (pay): 24105, Record_cost (pay): 18771, Time (s):   10480, Record_time (s):    5957, Distance (km):   427.49, Record_distance (km):   342.53, Loaders_waiting (s): 17621, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3900, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 402, Fuel (liter):  776.0, Record_fuel (liter): 613.4, Cost (pay): 23731, Record_cost (pay): 18771, Time (s):    8377, Record_time (s):    5957, Distance (km):   437.16, Record_distance (km):   342.53, Loaders_waiting (s): 11811, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3149, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 403, Fuel (liter):  702.5, Record_fuel (liter): 613.4, Cost (pay): 21570, Record_cost (pay): 18771, Time (s):    8207, Record_time (s):    5957, Distance (km):   395.92, Record_distance (km):   342.53, Loaders_waiting (s): 10491, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3224, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 404, Fuel (liter):  761.3, Record_fuel (liter): 613.4, Cost (pay): 24318, Record_cost (pay): 18771, Time (s):   17270, Record_time (s):    5957, Distance (km):   396.52, Record_distance (km):   342.53, Loaders_waiting (s): 26675, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  9648, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 405, Fuel (liter):  715.2, Record_fuel (liter): 613.4, Cost (pay): 22220, Record_cost (pay): 18771, Time (s):   13429, Record_time (s):    5957, Distance (km):   394.19, Record_distance (km):   342.53, Loaders_waiting (s): 14858, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4955, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 406, Fuel (liter):  669.3, Record_fuel (liter): 613.4, Cost (pay): 20535, Record_cost (pay): 18771, Time (s):   11938, Record_time (s):    5957, Distance (km):   378.23, Record_distance (km):   342.53, Loaders_waiting (s):  9661, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2428, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 407, Fuel (liter):  652.4, Record_fuel (liter): 613.4, Cost (pay): 19990, Record_cost (pay): 18771, Time (s):    8071, Record_time (s):    5957, Distance (km):   369.50, Record_distance (km):   342.53, Loaders_waiting (s):  9201, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1706, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 408, Fuel (liter):  685.0, Record_fuel (liter): 613.4, Cost (pay): 21402, Record_cost (pay): 18771, Time (s):   15642, Record_time (s):    5957, Distance (km):   369.97, Record_distance (km):   342.53, Loaders_waiting (s): 18981, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2671, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 409, Fuel (liter):  637.8, Record_fuel (liter): 613.4, Cost (pay): 19418, Record_cost (pay): 18771, Time (s):    6215, Record_time (s):    5957, Distance (km):   371.72, Record_distance (km):   342.53, Loaders_waiting (s):  2602, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4024, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 410, Fuel (liter):  658.3, Record_fuel (liter): 613.4, Cost (pay): 20461, Record_cost (pay): 18771, Time (s):    8657, Record_time (s):    5957, Distance (km):   374.18, Record_distance (km):   342.53, Loaders_waiting (s):  5987, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  9466, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 411, Fuel (liter):  645.6, Record_fuel (liter): 613.4, Cost (pay): 19745, Record_cost (pay): 18771, Time (s):    9208, Record_time (s):    5957, Distance (km):   368.99, Record_distance (km):   342.53, Loaders_waiting (s):  7060, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2454, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 412, Fuel (liter):  662.5, Record_fuel (liter): 613.4, Cost (pay): 20402, Record_cost (pay): 18771, Time (s):   11606, Record_time (s):    5957, Distance (km):   370.30, Record_distance (km):   342.53, Loaders_waiting (s): 11941, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1792, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 413, Fuel (liter):  631.7, Record_fuel (liter): 613.4, Cost (pay): 19258, Record_cost (pay): 18771, Time (s):    6221, Record_time (s):    5957, Distance (km):   368.37, Record_distance (km):   342.53, Loaders_waiting (s):  2295, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4518, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 414, Fuel (liter):  637.5, Record_fuel (liter): 613.4, Cost (pay): 19397, Record_cost (pay): 18771, Time (s):    7427, Record_time (s):    5957, Distance (km):   368.02, Record_distance (km):   342.53, Loaders_waiting (s):  5268, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1753, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 415, Fuel (liter):  649.9, Record_fuel (liter): 613.4, Cost (pay): 20002, Record_cost (pay): 18771, Time (s):   13677, Record_time (s):    5957, Distance (km):   364.56, Record_distance (km):   342.53, Loaders_waiting (s): 11004, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1816, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 416, Fuel (liter):  628.5, Record_fuel (liter): 613.4, Cost (pay): 19153, Record_cost (pay): 18771, Time (s):    6476, Record_time (s):    5957, Distance (km):   365.80, Record_distance (km):   342.53, Loaders_waiting (s):  2879, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3847, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 417, Fuel (liter):  661.7, Record_fuel (liter): 613.4, Cost (pay): 20367, Record_cost (pay): 18771, Time (s):    9944, Record_time (s):    5957, Distance (km):   371.54, Record_distance (km):   342.53, Loaders_waiting (s): 10815, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2439, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 418, Fuel (liter):  642.6, Record_fuel (liter): 613.4, Cost (pay): 19577, Record_cost (pay): 18771, Time (s):    7505, Record_time (s):    5957, Distance (km):   371.23, Record_distance (km):   342.53, Loaders_waiting (s):  4823, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2723, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 419, Fuel (liter):  668.3, Record_fuel (liter): 613.4, Cost (pay): 20680, Record_cost (pay): 18771, Time (s):   11817, Record_time (s):    5957, Distance (km):   371.31, Record_distance (km):   342.53, Loaders_waiting (s): 12843, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3038, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 420, Fuel (liter):  633.7, Record_fuel (liter): 613.4, Cost (pay): 19298, Record_cost (pay): 18771, Time (s):    6435, Record_time (s):    5957, Distance (km):   369.15, Record_distance (km):   342.53, Loaders_waiting (s):  2729, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3879, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 421, Fuel (liter):  661.1, Record_fuel (liter): 613.4, Cost (pay): 20392, Record_cost (pay): 18771, Time (s):   11750, Record_time (s):    5957, Distance (km):   369.73, Record_distance (km):   342.53, Loaders_waiting (s): 11564, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2575, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 422, Fuel (liter):  635.2, Record_fuel (liter): 613.4, Cost (pay): 19312, Record_cost (pay): 18771, Time (s):    6213, Record_time (s):    5957, Distance (km):   370.50, Record_distance (km):   342.53, Loaders_waiting (s):  2671, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3377, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 423, Fuel (liter):  663.1, Record_fuel (liter): 613.4, Cost (pay): 20420, Record_cost (pay): 18771, Time (s):   12095, Record_time (s):    5957, Distance (km):   372.25, Record_distance (km):   342.53, Loaders_waiting (s): 10842, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2607, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 424, Fuel (liter):  640.3, Record_fuel (liter): 613.4, Cost (pay): 19550, Record_cost (pay): 18771, Time (s):    7662, Record_time (s):    5957, Distance (km):   369.03, Record_distance (km):   342.53, Loaders_waiting (s):  5108, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3185, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 425, Fuel (liter):  661.2, Record_fuel (liter): 613.4, Cost (pay): 20418, Record_cost (pay): 18771, Time (s):   11797, Record_time (s):    5957, Distance (km):   369.73, Record_distance (km):   342.53, Loaders_waiting (s): 11415, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3100, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 426, Fuel (liter):  764.0, Record_fuel (liter): 613.4, Cost (pay): 23304, Record_cost (pay): 18771, Time (s):    7262, Record_time (s):    5957, Distance (km):   435.96, Record_distance (km):   342.53, Loaders_waiting (s):  8265, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4351, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 427, Fuel (liter):  741.9, Record_fuel (liter): 613.4, Cost (pay): 23288, Record_cost (pay): 18771, Time (s):   14972, Record_time (s):    5957, Distance (km):   393.39, Record_distance (km):   342.53, Loaders_waiting (s): 24411, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3018, Record_dumpers_waiting (s):   858, Dumpers required: 19, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 428, Fuel (liter):  734.1, Record_fuel (liter): 613.4, Cost (pay): 22969, Record_cost (pay): 18771, Time (s):   15649, Record_time (s):    5957, Distance (km):   397.00, Record_distance (km):   342.53, Loaders_waiting (s): 19230, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  5303, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 429, Fuel (liter):  669.0, Record_fuel (liter): 613.4, Cost (pay): 20805, Record_cost (pay): 18771, Time (s):    7465, Record_time (s):    5957, Distance (km):   379.05, Record_distance (km):   342.53, Loaders_waiting (s):  6750, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  9543, Record_dumpers_waiting (s):   858, Dumpers required: 21, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 430, Fuel (liter):  729.6, Record_fuel (liter): 613.4, Cost (pay): 22669, Record_cost (pay): 18771, Time (s):   15510, Record_time (s):    5957, Distance (km):   393.98, Record_distance (km):   342.53, Loaders_waiting (s): 20816, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1084, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 431, Fuel (liter):  650.6, Record_fuel (liter): 613.4, Cost (pay): 19816, Record_cost (pay): 18771, Time (s):    7032, Record_time (s):    5957, Distance (km):   375.26, Record_distance (km):   342.53, Loaders_waiting (s):  5272, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2537, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 432, Fuel (liter):  661.5, Record_fuel (liter): 613.4, Cost (pay): 20273, Record_cost (pay): 18771, Time (s):    8253, Record_time (s):    5957, Distance (km):   375.19, Record_distance (km):   342.53, Loaders_waiting (s):  8842, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2360, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 433, Fuel (liter):  673.0, Record_fuel (liter): 613.4, Cost (pay): 21642, Record_cost (pay): 18771, Time (s):   14952, Record_time (s):    5957, Distance (km):   333.06, Record_distance (km):   333.06, Loaders_waiting (s): 35594, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):   420, Record_dumpers_waiting (s):   420, Dumpers required: 7, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 434, Fuel (liter):  686.4, Record_fuel (liter): 613.4, Cost (pay): 21230, Record_cost (pay): 18771, Time (s):   11202, Record_time (s):    5957, Distance (km):   377.85, Record_distance (km):   333.06, Loaders_waiting (s): 15610, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1493, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 435, Fuel (liter):  641.8, Record_fuel (liter): 613.4, Cost (pay): 19602, Record_cost (pay): 18771, Time (s):    7547, Record_time (s):    5957, Distance (km):   369.63, Record_distance (km):   333.06, Loaders_waiting (s):  5262, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3217, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 436, Fuel (liter):  669.9, Record_fuel (liter): 613.4, Cost (pay): 20714, Record_cost (pay): 18771, Time (s):   13264, Record_time (s):    5957, Distance (km):   371.81, Record_distance (km):   333.06, Loaders_waiting (s): 13250, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2530, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 437, Fuel (liter):  640.0, Record_fuel (liter): 613.4, Cost (pay): 19509, Record_cost (pay): 18771, Time (s):    6342, Record_time (s):    5957, Distance (km):   371.65, Record_distance (km):   333.06, Loaders_waiting (s):  3402, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3890, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 438, Fuel (liter):  644.7, Record_fuel (liter): 613.4, Cost (pay): 19661, Record_cost (pay): 18771, Time (s):    7323, Record_time (s):    5957, Distance (km):   370.64, Record_distance (km):   333.06, Loaders_waiting (s):  5956, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2268, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 439, Fuel (liter):  641.6, Record_fuel (liter): 613.4, Cost (pay): 19558, Record_cost (pay): 18771, Time (s):    6976, Record_time (s):    5957, Distance (km):   370.73, Record_distance (km):   333.06, Loaders_waiting (s):  4673, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3010, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 440, Fuel (liter):  658.8, Record_fuel (liter): 613.4, Cost (pay): 20168, Record_cost (pay): 18771, Time (s):    8867, Record_time (s):    5957, Distance (km):   374.17, Record_distance (km):   333.06, Loaders_waiting (s):  8623, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2045, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 441, Fuel (liter):  645.8, Record_fuel (liter): 613.4, Cost (pay): 19732, Record_cost (pay): 18771, Time (s):    7800, Record_time (s):    5957, Distance (km):   370.87, Record_distance (km):   333.06, Loaders_waiting (s):  5948, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2974, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 442, Fuel (liter):  649.7, Record_fuel (liter): 613.4, Cost (pay): 19888, Record_cost (pay): 18771, Time (s):   10905, Record_time (s):    5957, Distance (km):   369.86, Record_distance (km):   333.06, Loaders_waiting (s):  7972, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2214, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 443, Fuel (liter):  662.3, Record_fuel (liter): 613.4, Cost (pay): 20396, Record_cost (pay): 18771, Time (s):   13067, Record_time (s):    5957, Distance (km):   370.87, Record_distance (km):   333.06, Loaders_waiting (s): 11475, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2119, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 444, Fuel (liter):  644.0, Record_fuel (liter): 613.4, Cost (pay): 19642, Record_cost (pay): 18771, Time (s):    7318, Record_time (s):    5957, Distance (km):   371.11, Record_distance (km):   333.06, Loaders_waiting (s):  5328, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2761, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
